Code,Msoa_name,education_no qualifications,lone_parent_unemployed,work_49hr_more,families_with_3plus_kids,child_poverty,overcrowded_houses,limiting_long-term_illness_disability,self_harm_hospital_admission,hospital_admission_associated_with_alcohol,samhi_index.2011,population_cannot_speak_english
E02000565,Islington 012,18.9,60.8,727,19.57186544,31.3,28.4,16.3,25.9,126.1,-0.8468584039012639,4.7
E02000566,Islington 013,11.6,47.2,1310,15.80246914,17.9,23.1,12.3,37.9,86.4,-1.181478354190481,2.5
E02000567,Islington 014,16.8,61.2,1413,14.31226766,26.9,27.5,15.4,49.8,120.0,-0.5821988943765456,2.8
E02000568,Islington 015,23.9,60.7,537,21.60427807,35.7,34.7,19.7,52,134.5,-0.6092143765651067,4.2
E02000569,Islington 016,19.0,57.6,1230,15.43985637,32.8,20.6,17.2,42.1,119.1,-0.6571247909576097,2.9
E02000570,Islington 017,9.8,47.2,1550,15.66878981,15.8,26.2,11.0,35.1,86.9,-0.9300124736293972,1.1
E02000571,Islington 018,22.1,63.4,939,15.02293578,34.4,26.0,18.9,58.2,125.2,-0.6462120387518362,3.1
E02000572,Islington 019,25.3,56.6,512,19.91786448,36.1,30.1,18.4,47.5,139.7,-0.7266553775267663,5.4
E02000573,Islington 020,11.8,52.6,1801,14.84149856,21.1,25.0,13.0,30.8,95.6,-1.093333791810014,1.5
E02000574,Islington 021,14.8,59.6,1178,15.4340836,22.8,31.6,14.6,35.5,112.3,-0.8265382776310615,2.2
E02000575,Islington 022,12.8,57.5,2000,14.64585834,31.4,35.4,12.1,28.9,80.9,-0.4626265158046199,2.3
E02000576,Islington 023,19.7,57.8,1095,19.10229645,33.6,31.4,15.5,32.3,135.7,-1.001133918688886,2.9
E02000577,Kensington and Chelsea 0,24.9,57.0,432,19.48331539,37.7,38.5,21.2,47.8,143.7,-0.4718513321796629,5.5
E02000578,Kensington and Chelsea 0,26.0,54.9,320,19.11949686,35.6,29.3,22.1,71.7,177.4,-0.1779795583544333,3.8
E02000579,Kensington and Chelsea 0,15.5,52.4,1002,17.83181358,20.9,30.2,16.4,40.4,113.8,-0.82004941094783,2.7
E02000580,Kensington and Chelsea 0,14.2,50.1,1232,13.32518337,24.0,33.9,16.7,26.1,141.0,-0.9005824047926568,2.8
E02000581,Kensington and Chelsea 0,24.9,57.3,500,20.15418502,34.0,33.2,22.0,46.9,159.4,-0.4520284638099766,4.0
E02000582,Kensington and Chelsea 0,6.2,49.6,1697,17.85150079,6.9,31.4,9.9,24.5,65.2,-1.696158343587795,1.6
E02000583,Kensington and Chelsea 0,7.5,44.4,1558,19.7875166,6.8,23.4,9.3,33.1,70.0,-1.381075297110216,1.2
E02000584,Kensington and Chelsea 0,4.5,49.4,1876,15.93830334,2.4,20.2,8.4,25.5,53.2,-1.772242026065202,1.7
E02000585,Kensington and Chelsea 0,7.2,65.3,1380,19.19642857,7.1,24.3,10.1,21.8,48.6,-1.434476476004948,2.4
E02000586,Kensington and Chelsea 0,4.1,42.3,1712,17.09286676,1.8,19.5,6.4,10.2,53.0,-1.786379781365024,1.7
E02000587,Kensington and Chelsea 0,5.5,54.7,1541,19.37669377,3.4,21.0,8.6,19.1,43.9,-1.69361698826039,2.3
E02000588,Kensington and Chelsea 0,5.0,40.8,2094,16.98717949,0.9,18.9,6.7,15,44.6,-2.131110678867012,1.6
E02000589,Kensington and Chelsea 0,5.3,47.3,1804,15.44342508,3.7,35.0,9.0,20.8,69.8,-1.723124722188729,3.1
E02000590,Kensington and Chelsea 0,12.4,53.8,1200,15.57788945,14.8,32.0,14.3,37.8,75.0,-1.678516282027397,2.6
E02000591,Kensington and Chelsea 0,9.6,43.8,1088,16.66666667,17.6,40.0,14.8,48.3,118.5,-1.405028366318813,4.0
E02000592,Kensington and Chelsea 0,3.6,44.4,1780,17.75862069,1.3,25.0,6.1,19.9,46.3,-1.805421572462766,1.2
E02000593,Kensington and Chelsea 0,6.2,46.4,1711,16.77018634,6.3,31.0,10.8,27.3,100.9,-1.382126494733465,1.7
E02000594,Kensington and Chelsea 0,9.0,49.5,1577,16.4644714,4.3,17.6,12.4,25.2,81.7,-1.449388190185346,1.1
E02000595,Kensington and Chelsea 0,7.1,49.5,1545,16.7721519,5.5,21.3,11.3,31.4,65.3,-1.441080767715658,1.8
E02000596,Kensington and Chelsea 0,4.8,42.3,1687,17.10730949,5.0,19.4,8.0,24.9,64.4,-1.335933123006757,1.2
E02000597,Kensington and Chelsea 0,16.6,54.9,812,18.13403417,23.9,25.7,18.1,40.4,109.4,-0.9989321506024342,3.5
E02000598,Kingston upon Thames 001,10.7,27.7,737,14.8020654,5.9,5.8,10.5,67.2,76.5,-1.877674624760277,1.0
E02000599,Kingston upon Thames 002,10.0,41.5,711,19.64497041,4.4,5.0,11.4,51.1,62.4,-1.747419031006852,2.4
E02000600,Kingston upon Thames 003,9.4,46.2,658,15.91796875,10.5,15.6,10.4,48.8,75.0,-1.502014402260323,2.5
E02000601,Kingston upon Thames 004,9.3,36.9,1026,12.44019139,6.9,15.6,9.6,35,72.9,-1.78380814898474,1.4
E02000602,Kingston upon Thames 005,15.2,54.3,625,13.22393822,19.6,22.8,13.9,71.6,122.8,-1.726009134296529,2.9
E02000603,Kingston upon Thames 006,18.7,44.8,450,18.58325667,14.9,18.0,13.9,119.9,95.8,-1.433300563789524,4.1
E02000604,Kingston upon Thames 007,12.4,35.8,640,14.39588689,10.2,14.0,11.6,50.1,74.8,-1.620972827062721,5.5
E02000605,Kingston upon Thames 008,14.8,30.7,608,15.15151515,8.7,9.8,14.1,56.6,90.4,-1.5239471075322,3.9
E02000606,Kingston upon Thames 009,6.7,42.3,1070,8.95334174,6.0,20.7,9.5,54,77.9,-1.631081668741816,1.6
E02000607,Kingston upon Thames 010,8.8,33.3,515,14.72972973,7.0,10.3,10.1,50.3,77.1,-1.6454284711029,1.5
E02000608,Kingston upon Thames 011,7.4,40.2,717,7.518796992,7.4,22.4,10.6,64.7,103.0,-1.335360059215635,1.5
E02000609,Kingston upon Thames 012,16.7,43.7,485,17.67151767,12.1,8.1,15.3,60,95.9,-1.543211144164216,4.2
E02000610,Kingston upon Thames 013,11.6,43.3,768,10.3021978,14.3,20.2,14.9,103.4,127.3,-1.293255117218294,1.8
E02000611,Kingston upon Thames 014,13.5,25.4,534,16.72203765,3.3,4.3,13.2,57.1,73.4,-1.708455847487706,1.5
E02000612,Kingston upon Thames 015,15.0,26.5,560,13.94871795,9.7,5.0,13.5,45.2,75.0,-1.664629725463452,2.4
E02000613,Kingston upon Thames 016,14.3,40.6,653,10.5620155,10.5,10.8,13.3,92.3,84.3,-1.435473581713248,1.6
E02000614,Kingston upon Thames 017,18.4,33.8,446,14.63620981,11.8,11.8,13.1,53.2,89.6,-1.650883683665279,3.4
E02000615,Kingston upon Thames 018,19.5,32.5,485,15.88114754,8.9,7.1,14.4,57.3,88.6,-2.117143314338156,1.8
E02000616,Kingston upon Thames 019,19.0,30.9,396,13.81909548,9.1,5.3,11.8,65.2,78.1,-2.143805754810498,1.1
E02000617,Kingston upon Thames 020,21.1,43.7,530,15.10966694,15.6,8.5,14.6,120.6,97.6,-1.643087427934026,1.5
E02000619,Lambeth 002,20.2,49.2,694,18.77777778,27.3,27.8,16.0,58.3,138.8,-0.6821580507930559,3.8
E02000620,Lambeth 003,13.9,45.0,1069,16.52173913,26.6,31.2,12.4,70.2,117.8,-1.344270000942823,3.4
E02000621,Lambeth 004,11.9,52.8,1261,18.85245902,26.3,32.7,12.7,49.7,137.9,-0.7498280508965854,3.9
E02000622,Lambeth 005,12.9,47.4,808,18.09651475,23.6,28.9,12.2,26,101.8,-1.581494281605478,3.7
E02000623,Lambeth 006,19.1,48.3,643,16.2055336,28.4,28.7,14.3,49.9,132.2,-1.444429955518497,5.9
E02000624,Lambeth 007,15.2,44.3,708,17.21132898,30.6,29.7,14.5,32.9,101.6,-1.500536051339552,4.0
E02000625,Lambeth 008,19.1,50.3,582,20.68965517,32.3,34.1,13.5,85.1,119.6,-1.231838816555843,6.9
E02000626,Lambeth 009,20.3,52.1,431,20.34739454,29.7,34.7,14.4,41.2,122.7,-1.537209725564527,4.9
E02000627,Lambeth 010,13.3,49.8,979,16.42411642,28.1,31.4,12.1,33.7,120.2,-1.409912581458105,4.2
E02000628,Lambeth 011,20.8,51.0,541,23.37349398,32.8,33.7,14.6,36.1,123.5,-1.388197576630774,7.7
E02000629,Lambeth 012,10.4,47.3,1425,16.83673469,20.4,26.6,10.2,36.4,104.3,-1.521585066648606,2.1
E02000630,Lambeth 013,9.1,48.2,1238,18.37060703,15.5,24.5,10.8,42.2,143.5,-1.682232118178004,1.8
E02000631,Lambeth 014,11.9,43.2,824,16.12284069,19.1,20.9,12.0,37.7,77.3,-1.409610503487886,2.9
E02000632,Lambeth 015,8.2,49.8,1470,16.0,23.2,25.2,9.0,17.9,91.0,-1.649344909697079,1.9
E02000633,Lambeth 016,14.9,50.8,721,18.61702128,27.4,28.5,14.1,27,114.3,-1.481284174200006,3.6
E02000634,Lambeth 017,14.6,55.9,779,20.03154574,26.1,29.4,14.1,30.8,111.9,-1.332906369162386,2.6
E02000635,Lambeth 018,11.8,44.6,899,16.03498542,21.9,25.4,11.9,46.2,90.5,-1.537117266720126,2.3
E02000636,Lambeth 019,6.1,51.5,1522,19.66145833,9.7,16.6,7.8,26,96.6,-1.743796549415721,1.4
E02000637,Lambeth 020,10.1,47.3,924,13.87137453,18.7,27.9,10.9,40.3,80.5,-1.517567814481751,2.2
E02000638,Lambeth 021,16.5,42.4,746,15.78014184,24.6,28.0,13.5,37.1,99.0,-1.507832722160826,3.6
E02000639,Lambeth 022,17.3,50.7,456,18.85175664,25.1,31.4,13.8,27.5,108.1,-1.525632934538077,5.8
E02000640,Lambeth 023,10.8,45.5,1164,15.24201854,16.4,13.4,11.3,25.7,79.1,-1.617162443643826,1.7
E02000641,Lambeth 024,19.4,48.8,401,20.49364248,31.1,31.1,15.4,44.1,110.1,-1.357248628904055,4.4
E02000642,Lambeth 025,13.7,47.3,735,16.31372549,17.8,20.2,13.3,40,103.2,-1.576002648168251,2.4
E02000643,Lambeth 026,13.0,42.8,849,16.08961303,19.7,24.5,12.1,42.5,96.5,-1.757205489431888,4.1
E02000644,Lambeth 027,12.8,38.3,681,13.45646438,16.2,22.8,11.9,35.5,90.1,-1.512927550425744,3.6
E02000645,Lambeth 028,12.1,42.7,811,14.37648928,18.4,22.1,11.3,36.3,92.3,-1.733361835078437,3.1
E02000646,Lambeth 029,12.3,42.1,908,14.46188341,16.1,23.3,12.3,36.4,99.4,-1.250335830228892,4.3
E02000647,Lambeth 030,14.1,44.1,622,16.20658949,13.9,17.6,13.9,20.8,76.7,-1.476650540833608,2.7
E02000648,Lambeth 031,23.3,50.9,357,17.77084957,27.9,25.3,16.6,57,133.7,-1.287697972272754,2.8
E02000649,Lambeth 032,12.6,45.3,945,14.20074349,18.9,31.1,11.3,29.2,108.2,-1.489776757183195,5.3
E02000650,Lambeth 033,18.1,46.1,482,16.40776699,27.1,20.8,14.4,61,99.0,-1.64906753623492,2.3
E02000651,Lambeth 034,15.0,41.5,658,13.58249772,15.7,24.1,12.8,34.9,100.2,-1.510737825789082,4.5
E02000652,Lambeth 035,18.4,42.5,351,23.2049948,20.1,17.2,14.7,35,103.4,-1.666164041776035,7.1
E02000653,Lewisham 001,16.6,49.8,605,20.94474153,32.3,32.1,12.4,35.7,102.3,-1.549111651402944,4.0
E02000654,Lewisham 002,21.8,52.1,395,21.32780083,32.6,36.2,14.5,39.1,105.0,-1.407814539023471,6.5
E02000655,Lewisham 003,17.0,46.5,485,18.50802644,27.4,34.6,12.6,51.8,97.3,-1.392981476207272,4.0
E02000657,Lewisham 005,12.3,40.1,577,15.24861878,22.7,31.7,11.6,32.6,100.1,-1.273905025343016,2.9
E02000658,Lewisham 006,14.3,47.0,558,15.46723953,21.6,27.3,13.6,34.9,91.7,-1.207943326245899,3.6
E02000659,Lewisham 007,14.3,41.6,766,14.62217861,18.6,18.3,12.7,29.8,82.8,-1.015850397619024,3.0
E02000660,Lewisham 008,11.2,39.0,735,12.10340776,18.8,31.0,11.2,36.6,81.1,-1.357296627752542,1.9
E02000661,Lewisham 009,11.9,38.0,817,11.55015198,16.0,18.2,13.0,33.9,73.9,-1.138275984578852,1.3
E02000662,Lewisham 010,14.5,36.3,534,15.51724138,23.1,23.8,12.6,37.5,95.5,-1.433530836822214,3.2
E02000663,Lewisham 011,11.3,36.2,509,14.30429129,21.7,21.2,12.0,76.5,80.3,-1.2508132252081,3.5
E02000664,Lewisham 012,17.4,52.4,618,12.36947791,26.9,30.8,15.5,60.9,117.1,-0.8150929396539426,4.8
E02000665,Lewisham 013,15.2,39.1,631,12.83095723,17.7,19.7,13.8,39.8,67.7,-1.279915259464066,3.0
E02000666,Lewisham 014,14.3,41.0,539,13.81048387,19.2,19.4,13.3,56.5,80.0,-1.204526206977384,3.1
E02000667,Lewisham 015,14.8,32.8,450,10.51401869,9.9,12.4,11.8,40.8,79.9,-1.351621516544773,2.2
E02000668,Lewisham 016,13.9,41.4,497,12.13808463,15.2,11.5,13.5,20,77.3,-1.134853641098912,1.9
E02000669,Lewisham 017,14.3,47.2,573,14.04072883,21.2,26.1,12.9,28.5,84.0,-1.163162494194733,2.7
E02000670,Lewisham 018,18.9,49.6,276,16.17795753,26.9,23.3,15.6,52.8,101.5,-0.984295285769382,3.1
E02000671,Lewisham 019,15.6,43.3,633,12.31481481,16.9,17.1,14.1,32.1,85.0,-1.303590518987533,2.0
E02000672,Lewisham 020,17.2,43.6,416,16.54991243,19.8,26.2,16.0,80.4,119.6,-0.7481537120492847,3.3
E02000673,Lewisham 021,11.2,37.3,726,17.9090029,12.9,17.4,11.0,34.5,75.5,-1.611856142273422,1.8
E02000674,Lewisham 022,17.5,38.6,417,19.29666366,19.3,13.2,14.8,73.2,85.4,-1.454048794418897,3.0
E02000675,Lewisham 023,19.3,38.1,538,12.75229358,16.7,12.2,14.4,42.6,86.9,-1.125764953893979,2.2
E02000676,Lewisham 024,15.0,46.4,598,13.67521368,18.5,18.0,13.3,35.5,82.0,-1.425011717738885,1.7
E02000677,Lewisham 025,17.1,33.3,444,17.07589286,16.0,18.7,14.2,45,88.2,-0.930849391712948,2.8
E02000678,Lewisham 026,26.4,43.0,265,17.8,26.2,17.7,16.4,67.5,101.1,-1.1596479203936,2.2
E02000679,Lewisham 027,17.4,48.3,509,14.61397059,25.1,22.1,14.7,39.6,81.3,-1.017847821559529,2.3
E02000680,Lewisham 028,17.1,43.9,424,13.7295082,22.1,24.0,15.0,53,90.2,-0.5162664678504906,2.8
E02000681,Lewisham 029,25.1,44.0,387,19.96542783,26.5,17.3,17.8,71.9,106.1,-0.9704608857965092,2.4
E02000682,Lewisham 030,25.5,46.4,318,19.62025316,29.1,17.0,17.1,65,94.3,-1.004090820230805,3.2
E02000683,Lewisham 031,26.9,54.2,287,16.52452026,25.7,16.5,18.7,45.3,105.1,-0.6675001727607277,2.2
E02000685,Lewisham 033,19.4,44.1,429,14.75095785,22.3,20.1,16.0,44.6,82.8,-0.4367987852681996,2.0
E02000686,Lewisham 034,25.8,48.4,232,17.99462847,30.8,20.7,17.1,64.3,115.0,-0.882125408312364,2.5
E02000687,Lewisham 035,18.1,36.7,488,13.50826045,22.2,17.6,15.7,44.7,93.4,-0.9082200781488808,1.8
E02000689,Merton 001,7.1,44.2,1010,14.61609621,8.5,18.6,8.6,21.9,75.3,-1.878350327741846,1.2
E02000690,Merton 002,8.2,49.2,806,20.36753446,3.3,4.5,12.4,49.9,63.8,-1.719603941623849,1.4
E02000691,Merton 003,7.6,36.1,972,17.27616646,6.7,16.1,9.2,21.7,71.2,-1.829608286139122,1.2
E02000692,Merton 004,6.0,35.7,1254,13.59773371,2.7,13.5,10.4,21.3,67.9,-1.395657350247964,1.6
E02000693,Merton 005,10.3,33.3,900,9.635722679,11.7,23.5,10.1,25.4,82.1,-1.626993892085092,3.8
E02000694,Merton 006,11.1,38.0,1127,11.41141141,10.3,14.8,10.2,37.5,102.6,-1.79575280907799,1.8
E02000695,Merton 007,16.2,39.7,475,18.38006231,11.3,16.8,14.1,39,114.1,-1.7650559646299,7.7
E02000696,Merton 008,16.5,37.6,525,14.16184971,16.4,24.1,11.7,45.6,93.5,-1.617296104842023,7.0
E02000697,Merton 009,6.0,40.9,1124,10.93560146,5.1,15.3,8.1,20.1,71.6,-1.771421448512121,1.5
E02000698,Merton 010,7.5,38.0,939,16.50197628,3.4,6.8,10.9,55.2,62.4,-1.847147131423017,1.3
E02000699,Merton 011,8.0,25.0,899,13.0787037,3.4,10.6,9.2,26.5,62.4,-1.662093702901052,1.3
E02000700,Merton 012,19.3,42.7,466,16.19396157,25.1,25.8,13.5,50.6,112.7,-1.651790283248927,5.0
E02000701,Merton 013,20.4,42.0,416,17.6276771,15.9,20.6,13.7,53.6,109.0,-1.485879741287503,7.0
E02000702,Merton 014,21.5,39.3,357,16.92982456,22.7,22.0,14.5,65.4,116.6,-1.255711497909407,4.9
E02000703,Merton 015,12.1,34.3,699,17.59162304,6.2,7.6,12.4,22.3,68.2,-1.307448565502543,2.1
E02000704,Merton 016,14.7,40.1,691,11.30876747,12.9,16.2,13.4,68.8,89.1,-1.580057629412432,2.3
E02000705,Merton 017,18.9,30.2,402,20.30965392,12.9,13.6,14.4,29.2,104.7,-1.324475281464365,5.1
E02000706,Merton 018,24.0,42.8,351,18.81113619,25.6,28.2,15.2,49.4,112.4,-1.178729288989008,5.7
E02000707,Merton 019,22.2,41.6,267,22.70042194,27.2,21.8,13.6,46.5,120.4,-1.511837517855357,3.0
E02000708,Merton 020,13.4,39.2,587,13.88638413,7.2,9.1,12.0,90,74.7,-1.7447763933686,3.4
E02000709,Merton 021,16.6,31.0,546,16.55629139,7.3,7.4,13.9,32.8,76.5,-1.148754435329154,2.2
E02000710,Merton 022,24.0,38.3,405,16.71335201,22.2,18.2,17.8,76.8,99.1,-1.100226089553385,3.7
E02000711,Merton 023,22.0,45.6,430,17.76971895,18.3,18.2,15.5,78.3,107.3,-1.131352990884232,5.2
E02000712,Merton 024,24.1,45.7,448,17.32217573,19.6,15.7,17.0,82.4,112.1,-1.025490827760337,3.4
E02000713,Merton 025,21.8,29.9,459,14.3006263,6.3,6.4,13.8,50.5,84.2,-1.07425847552873,1.7
E02000714,Newham 001,18.5,47.3,382,21.80312787,19.7,34.3,12.5,53.1,92.5,-1.716236514334499,8.6
E02000715,Newham 002,22.9,59.0,187,31.23209169,18.1,34.8,15.5,32.9,100.4,-1.963511185452069,10.0
E02000716,Newham 003,21.0,45.9,274,24.18367347,19.4,31.8,14.2,36.7,123.4,-1.33931839744864,10.2
E02000717,Newham 004,21.6,53.8,231,27.44014733,17.3,38.3,14.7,34.9,95.5,-1.757641505504538,11.7
E02000718,Newham 005,23.6,54.8,143,29.77941176,22.4,34.3,15.5,34,96.0,-1.86644407497245,9.8
E02000719,Newham 006,17.3,38.7,380,21.9047619,19.6,37.0,13.1,48.4,96.8,-1.580725916849394,8.3
E02000720,Newham 007,18.9,42.8,289,25.25366404,15.6,30.4,13.6,45.1,99.1,-1.775228888769289,10.0
E02000721,Newham 008,21.3,51.8,307,26.44770959,21.9,39.9,13.8,41.9,120.8,-1.636904617065445,12.0
E02000722,Newham 009,16.3,44.8,546,19.18542337,20.8,34.7,12.6,46.8,105.2,-1.681355322212243,7.9
E02000723,Newham 010,19.2,50.3,276,27.7866242,15.4,37.2,14.7,22.9,94.9,-1.969540105352237,11.9
E02000724,Newham 011,21.5,61.6,263,31.33561644,17.2,36.6,14.7,24.1,90.8,-2.08793600298638,11.7
E02000725,Newham 012,14.3,41.6,689,16.8618267,25.4,39.3,11.9,35.3,93.2,-1.6360091505713,6.5
E02000726,Newham 013,13.6,46.5,659,18.28316611,25.9,42.2,11.3,26.3,77.6,-1.738296429114132,6.3
E02000727,Newham 014,19.4,54.4,213,28.96622313,16.0,42.1,13.5,25,90.9,-2.178195939703048,11.9
E02000728,Newham 015,18.1,50.3,238,25.57286893,13.8,35.9,13.8,34.8,111.8,-2.169963855379623,10.4
E02000729,Newham 016,20.6,45.9,335,23.13953488,15.8,31.4,14.3,46.6,104.4,-1.775127785511099,10.1
E02000730,Newham 017,21.1,60.4,274,26.63414634,14.9,37.6,15.2,38.3,112.4,-2.157945299330779,12.5
E02000731,Newham 018,18.4,57.5,294,26.22814321,16.9,41.3,13.4,34.2,80.5,-2.079626056381133,10.9
E02000732,Newham 019,24.6,61.7,166,28.58508604,22.9,39.0,15.8,47,91.6,-2.156691157410199,10.5
E02000733,Newham 020,22.1,50.6,434,27.99043062,24.4,33.9,13.7,46.9,106.1,-1.577078441551909,7.5
E02000734,Newham 021,21.9,49.3,291,27.13026445,22.9,35.1,14.3,32.4,85.2,-1.615208690502922,7.7
E02000735,Newham 022,22.5,61.0,253,26.07329843,19.1,34.3,14.9,34.2,97.8,-1.825778103570945,10.6
E02000736,Newham 023,23.6,52.7,223,27.93553338,19.2,32.4,14.7,40.3,109.8,-1.775919131275218,8.8
E02000737,Newham 024,22.1,45.2,287,27.6534296,17.3,28.1,14.7,34.1,95.6,-1.745840052839564,7.6
E02000738,Newham 025,20.3,51.1,261,29.64254577,14.0,28.5,12.5,30.9,94.6,-2.104819675009121,8.7
E02000739,Newham 026,21.5,48.0,290,22.02835333,18.8,35.5,14.2,37.6,96.3,-1.114867117308293,8.3
E02000740,Newham 027,22.3,51.6,260,21.99349946,24.4,33.6,14.6,39.5,137.3,-1.255658820700109,6.5
E02000741,Newham 028,22.2,50.9,287,24.54394693,18.5,31.7,13.5,55,93.7,-1.755856195915886,8.1
E02000742,Newham 029,23.8,50.7,259,27.08333333,20.5,30.6,14.1,43,115.7,-1.619488175048283,7.5
E02000743,Newham 030,27.3,52.0,246,24.45255474,28.5,36.1,17.0,36.9,127.0,-1.067616833469255,7.2
E02000744,Newham 031,26.0,49.0,307,21.11959288,22.8,31.6,14.2,47,112.3,-1.493327078868446,7.5
E02000745,Newham 032,22.1,42.7,412,20.41322314,23.0,31.6,12.8,46.7,108.2,-1.506680746807041,8.0
